"Organization","Station.ID","Sample.Date","Sample.Depth","Sodium","Chloride","Sulfate","Y","Z"
"CityofMadison","CityofMadison",1940-01-31,NA,NA,6,NA,1940.08265027322,-1.78600515436945
"CityofMadison","CityofMadison",1940-03-11,NA,NA,3,NA,1940.19193989071,-2.00457259150649
"CityofMadison","CityofMadison",1940-05-28,NA,NA,1.28,NA,1940.40505464481,-2.12988458879839
"CityofMadison","CityofMadison",1940-06-25,NA,NA,2.93,NA,1940.48155737705,-2.00967249837302
"CityofMadison","CityofMadison",1940-07-30,NA,NA,3.17,NA,1940.57718579235,-1.99218710340206
"CityofMadison","CityofMadison",1940-08-27,NA,NA,2.23,NA,1940.65368852459,-2.06067156703833
"CityofMadison","CityofMadison",1940-09-11,NA,NA,0.81,NA,1940.69467213115,-2.16412682061653
"CityofMadison","CityofMadison",1940-10-30,NA,NA,2.88,NA,1940.82855191257,-2.01331528899197
"CityofMadison","CityofMadison",1941-03-07,NA,NA,1.8,NA,1941.17876712329,-2.09199956636131
"CityofMadison","CityofMadison",1941-05-19,NA,NA,1.35,NA,1941.37876712329,-2.12478468193186
"CityofMadison","CityofMadison",1941-06-17,NA,NA,11.9,NA,1941.45821917808,-1.35615586133328
"CityofMadison","CityofMadison",1941-07-08,NA,NA,5.73,NA,1941.51575342466,-1.80567622371179
"CityofMadison","CityofMadison",1941-07-29,NA,NA,1.14,NA,1941.57328767123,-2.14008440253146
"CityofMadison","CityofMadison",1941-08-20,NA,NA,3.18,NA,1941.63356164384,-1.99145854527827
"CityofMadison","CityofMadison",1941-09-10,NA,NA,1.04,NA,1941.69109589041,-2.14736998376936
"CityofMadison","CityofMadison",1941-10-02,NA,NA,3.18,NA,1941.75136986301,-1.99145854527827
"CityofMadison","CityofMadison",1942-02-02,NA,NA,3.75,NA,1942.08835616438,-1.94993073222223
"CityofMadison","CityofMadison",1942-04-28,NA,NA,1.59,NA,1942.32111872146,-2.1072992869609
"CityofMadison","CityofMadison",1942-06-17,NA,NA,2.61,NA,1942.45810502283,-2.03298635833431
"CityofMadison","CityofMadison",1942-07-17,NA,NA,2.12,NA,1942.54029680365,-2.06868570640002
"CityofMadison","CityofMadison",1942-08-10,NA,NA,1.25,NA,1942.60605022831,-2.13207026316977
"CityofMadison","CityofMadison",1942-09-15,NA,NA,1.63,NA,1942.7046803653,-2.10438505446574
"CityofMadison","CityofMadison",1942-10-01,NA,NA,2.5,NA,1942.74851598174,-2.041000497696
"CityofMadison","CityofMadison",1942-11-12,NA,NA,2.87,NA,1942.86358447489,-2.01404384711576
"CityofMadison","CityofMadison",1942-12-15,NA,NA,5,NA,1942.95399543379,-1.85886096674847
"CityofMadison","CityofMadison",1943-01-14,NA,NA,2.25,NA,1943.03618721461,-2.05921445079075
"CityofMadison","CityofMadison",1943-02-17,NA,NA,2.5,NA,1943.12933789954,-2.041000497696
"CityofMadison","CityofMadison",1943-04-14,NA,NA,2.87,NA,1943.28276255708,-2.01404384711576
"CityofMadison","CityofMadison",1943-05-25,NA,NA,3.13,NA,1943.3950913242,-1.99510133589722
"CityofMadison","CityofMadison",1943-06-15,NA,NA,1.62,NA,1943.45262557078,-2.10511361258953
"CityofMadison","CityofMadison",1943-07-19,NA,NA,3.75,NA,1943.54577625571,-1.94993073222223
"CityofMadison","CityofMadison",1943-08-16,NA,NA,1.5,NA,1943.62248858447,-2.11385631007501
"CityofMadison","CityofMadison",1943-09-27,NA,NA,2.5,NA,1943.73755707763,-2.041000497696
"CityofMadison","CityofMadison",1943-10-11,NA,NA,2.5,NA,1943.77591324201,-2.041000497696
"CityofMadison","CityofMadison",1943-11-01,NA,NA,1.63,NA,1943.83344748858,-2.10438505446574
"CityofMadison","CityofMadison",1943-12-15,NA,NA,2.75,NA,1943.95399543379,-2.02278654460125
"CityofMadison","CityofMadison",1944-01-28,NA,NA,2.5,NA,1944.07433970856,-2.041000497696
"CityofMadison","CityofMadison",1944-02-23,NA,NA,3.12,NA,1944.14537795993,-1.99582989402101
"CityofMadison","CityofMadison",1944-04-25,NA,NA,3.5,NA,1944.31477686703,-1.96814468531699
"CityofMadison","CityofMadison",1944-06-26,NA,NA,1.13,NA,1944.48417577413,-2.14081296065525
"CityofMadison","CityofMadison",1944-07-28,NA,NA,4,NA,1944.57160746812,-1.93171677912748
"CityofMadison","CityofMadison",1944-08-10,NA,NA,1.375,NA,1944.60712659381,-2.12296328662239
"CityofMadison","CityofMadison",1944-09-12,NA,NA,2.5,NA,1944.69729052823,-2.041000497696
"CityofMadison","CityofMadison",1944-10-24,NA,NA,2.5,NA,1944.81204462659,-2.041000497696
"CityofMadison","CityofMadison",1944-11-28,NA,NA,1.88,NA,1944.90767304189,-2.08617110137099
"CityofMadison","CityofMadison",1945-01-22,NA,NA,3.15,NA,1945.05810502283,-1.99364421964964
"CityofMadison","CityofMadison",1945-04-23,NA,NA,3.75,NA,1945.30742009132,-1.94993073222223
"CityofMadison","CityofMadison",1945-05-28,NA,NA,2.5,NA,1945.40331050228,-2.041000497696
"CityofMadison","CityofMadison",1945-06-19,NA,NA,3.76,NA,1945.46358447489,-1.94920217409844
"CityofMadison","CityofMadison",1945-07-19,NA,NA,4.2,NA,1945.54577625571,-1.91714561665168
"CityofMadison","CityofMadison",1945-08-22,NA,NA,2.75,NA,1945.63892694064,-2.02278654460125
"CityofMadison","CityofMadison",1945-09-19,NA,NA,4.38,NA,1945.71563926941,-1.90403157042346
"CityofMadison","CityofMadison",1945-10-22,NA,NA,2.88,NA,1945.80616438356,-2.01331528899197
"CityofMadison","CityofMadison",1945-11-26,NA,NA,3.5,NA,1945.90205479452,-1.96814468531699
"CityofMadison","CityofMadison",1945-12-12,NA,NA,1.88,NA,1945.94589041096,-2.08617110137099
"CityofMadison","CityofMadison",1946-01-14,NA,NA,5.425,NA,1946.03630136986,-1.82789724648739
"CityofMadison","CityofMadison",1946-03-13,NA,NA,2.375,NA,1946.19520547945,-2.05010747424338
"CityofMadison","CityofMadison",1946-04-24,NA,NA,2.25,NA,1946.3102739726,-2.05921445079075
"CityofMadison","CityofMadison",1946-05-27,NA,NA,3,NA,1946.40057077626,-2.00457259150649
"CityofMadison","CityofMadison",1946-06-25,NA,NA,4.25,NA,1946.48002283105,-1.91350282603273
"CityofMadison","CityofMadison",1946-07-16,NA,NA,3.75,NA,1946.53755707763,-1.94993073222223
"CityofMadison","CityofMadison",1946-08-22,NA,NA,2.5,NA,1946.63892694064,-2.041000497696
"CityofMadison","CityofMadison",1946-09-10,NA,NA,3.125,NA,1946.69098173516,-1.99546561495912
"CityofMadison","CityofMadison",1946-10-23,NA,NA,5,NA,1946.80890410959,-1.85886096674847
"CityofMadison","CityofMadison",1946-11-26,NA,NA,1.875,NA,1946.90205479452,-2.08653538043288
"CityofMadison","CityofMadison",1946-12-11,NA,NA,1.875,NA,1946.94315068493,-2.08653538043288
"CityofMadison","CityofMadison",1947-01-20,NA,NA,2.75,NA,1947.05273972603,-2.02278654460125
"CityofMadison","CityofMadison",1947-03-28,NA,NA,4.125,NA,1947.23630136986,-1.9226098025801
"CityofMadison","CityofMadison",1947-05-27,NA,NA,2.88,NA,1947.40057077626,-2.01331528899197
"CityofMadison","CityofMadison",1947-06-26,NA,NA,2.125,NA,1947.48276255708,-2.06832142733813
"CityofMadison","CityofMadison",1947-07-30,NA,NA,3.79,NA,1947.57591324201,-1.94701649972707
"CityofMadison","CityofMadison",1947-08-21,NA,NA,3.03,NA,1947.63618721461,-2.00238691713512
"CityofMadison","CityofMadison",1947-09-11,NA,NA,3.79,NA,1947.69372146119,-1.94701649972707
"CityofMadison","CityofMadison",1947-10-23,NA,NA,3.033,NA,1947.80890410959,-2.00216834969799
"CityofMadison","CityofMadison",1947-11-25,NA,NA,1.52,NA,1947.89931506849,-2.11239919382743
"CityofMadison","CityofMadison",1948-01-30,NA,NA,4.55,NA,1948.07991803279,-1.89164608231902
"CityofMadison","CityofMadison",1948-02-20,NA,NA,4.85,NA,1948.13729508197,-1.86978933860532
"CityofMadison","CityofMadison",1948-03-30,NA,NA,4.55,NA,1948.24385245902,-1.89164608231902
"CityofMadison","CityofMadison",1948-04-22,NA,NA,2.27,NA,1948.30669398907,-2.05775733454317
"CityofMadison","CityofMadison",1948-05-26,NA,NA,4.54,NA,1948.39947632058,-1.89237464044281
"CityofMadison","CityofMadison",1948-06-29,NA,NA,2.27,NA,1948.49237249545,-2.05775733454317
"CityofMadison","CityofMadison",1948-07-28,NA,NA,4.55,NA,1948.57160746812,-1.89164608231902
"CityofMadison","CityofMadison",1948-08-13,NA,NA,4.55,NA,1948.61532331512,-1.89164608231902
"CityofMadison","CityofMadison",1948-09-28,NA,NA,3.79,NA,1948.74112021858,-1.94701649972707
"CityofMadison","CityofMadison",1948-10-27,NA,NA,1.67,NA,1948.82035519126,-2.10147082197058
"CityofMadison","CityofMadison",1948-11-24,NA,NA,3.03,NA,1948.8968579235,-2.00238691713512
"CityofMadison","CityofMadison",1948-12-23,NA,NA,4.55,NA,1948.97609289617,-1.89164608231902
"CityofMadison","CityofMadison",1949-02-03,NA,NA,6.06,NA,1949.09109589041,-1.78163380562671
"CityofMadison","CityofMadison",1949-03-29,NA,NA,0.759,NA,1949.23904109589,-2.16784246704786
"CityofMadison","CityofMadison",1949-04-27,NA,NA,3.8,NA,1949.31837899543,-1.94628794160328
"CityofMadison","CityofMadison",1949-05-18,NA,NA,1.5,NA,1949.37591324201,-2.11385631007501
"CityofMadison","CityofMadison",1949-06-28,NA,NA,6.06,NA,1949.48824200913,-1.78163380562671
"CityofMadison","CityofMadison",1949-07-26,NA,NA,1.21,NA,1949.5649543379,-2.13498449566493
"CityofMadison","CityofMadison",1949-08-30,NA,NA,6.06,NA,1949.66084474886,-1.78163380562671
"CityofMadison","CityofMadison",1949-10-27,NA,NA,9.1,NA,1949.8198630137,-1.56015213599452
"CityofMadison","CityofMadison",1949-12-20,NA,NA,8.35,NA,1949.96780821918,-1.61479399527877
"Richard C. Lathrop","WI_DNR",1957-07-01,NA,NA,6,NA,1957.49646118721,-1.78600515436945
"Richard C. Lathrop","WI_DNR",1958-07-01,NA,NA,6,NA,1958.49646118721,-1.78600515436945
"Richard C. Lathrop","WI_DNR",1962-07-01,NA,NA,6,NA,1962.49657534247,-1.78600515436945
"Richard C. Lathrop","WI_DNR",1963-07-01,NA,NA,6,NA,1963.49646118721,-1.78600515436945
"Richard C. Lathrop","WI_DNR",1964-07-01,NA,NA,7,NA,1964.49795081967,-1.71314934199044
"Richard C. Lathrop","WI_DNR",1965-07-01,NA,NA,8,NA,1965.49657534247,-1.64029352961143
"Richard C. Lathrop","WI_DNR",1966-07-01,NA,NA,8,NA,1966.49646118721,-1.64029352961143
"Richard C. Lathrop","WI_DNR",1967-07-01,NA,NA,9,NA,1967.49646118721,-1.56743771723242
"Richard C. Lathrop","WI_DNR",1968-07-01,NA,NA,9,NA,1968.49783697632,-1.56743771723242
"Richard C. Lathrop","WI_DNR",1969-07-01,NA,NA,10,NA,1969.49646118721,-1.4945819048534
"Richard C. Lathrop","WI_DNR",1970-07-01,NA,NA,11,NA,1970.49646118721,-1.42172609247439
"Richard C. Lathrop","WI_DNR",1971-07-01,NA,NA,13,NA,1971.49646118721,-1.27601446771637
"Richard C. Lathrop","WI_DNR",1972-07-01,NA,NA,13,NA,1972.49783697632,-1.27601446771637
"CityofMadison","CityofMadison",1973-03-01,NA,NA,13.5,NA,1973.16232876712,-1.23958656152686
"CityofMadison","CityofMadison",1973-04-01,NA,NA,14,NA,1973.24726027397,-1.20315865533735
"CityofMadison","CityofMadison",1973-05-01,NA,NA,14.5,NA,1973.32933789954,-1.16673074914785
"CityofMadison","CityofMadison",1973-10-01,NA,NA,14.5,NA,1973.74851598174,-1.16673074914785
"CityofMadison","CityofMadison",1974-02-01,NA,NA,18.5,NA,1974.08561643836,-0.875307499631795
"CityofMadison","CityofMadison",1974-03-01,NA,NA,10.5,NA,1974.16232876712,-1.4581539986639
"CityofMadison","CityofMadison",1974-04-01,NA,NA,14.2,NA,1974.24726027397,-1.18858749286155
"CityofMadison","CityofMadison",1974-05-01,NA,NA,13.5,NA,1974.32933789954,-1.23958656152686
"CityofMadison","CityofMadison",1974-06-01,NA,NA,15,NA,1974.41426940639,-1.13030284295834
"CityofMadison","CityofMadison",1974-07-01,NA,NA,15.5,NA,1974.49646118721,-1.09387493676883
"CityofMadison","CityofMadison",1974-09-01,NA,NA,15,NA,1974.66632420091,-1.13030284295834
"CityofMadison","CityofMadison",1974-10-01,NA,NA,15,NA,1974.74851598174,-1.13030284295834
"CityofMadison","CityofMadison",1974-12-01,NA,NA,15.8,NA,1974.91575342466,-1.07201819305513
"CityofMadison","CityofMadison",1975-01-02,NA,NA,16,NA,1975.00342465753,-1.05744703057933
"CityofMadison","CityofMadison",1975-02-03,NA,NA,15.8,NA,1975.09109589041,-1.07201819305513
"CityofMadison","CityofMadison",1975-03-05,NA,NA,16,NA,1975.17328767123,-1.05744703057933
"CityofMadison","CityofMadison",1975-03-28,NA,NA,13,NA,1975.23630136986,-1.27601446771637
"CityofMadison","CityofMadison",1975-04-04,NA,NA,10,NA,1975.25547945205,-1.4945819048534
"CityofMadison","CityofMadison",1975-04-18,NA,NA,9,NA,1975.29383561644,-1.56743771723242
"CityofMadison","CityofMadison",1975-05-02,NA,NA,16,NA,1975.33207762557,-1.05744703057933
"CityofMadison","CityofMadison",1975-06-17,NA,NA,15.5,NA,1975.45810502283,-1.09387493676883
"CityofMadison","CityofMadison",1975-07-01,NA,NA,15,NA,1975.49646118721,-1.13030284295834
"CityofMadison","CityofMadison",1975-08-07,NA,NA,15.5,NA,1975.59783105023,-1.09387493676883
"CityofMadison","CityofMadison",1975-08-28,NA,NA,15,NA,1975.6553652968,-1.13030284295834
"CityofMadison","CityofMadison",1975-09-02,NA,NA,15.5,NA,1975.66906392694,-1.09387493676883
"CityofMadison","CityofMadison",1975-10-06,NA,NA,15,NA,1975.76221461187,-1.13030284295834
"CityofMadison","CityofMadison",1975-11-05,NA,NA,15.8,NA,1975.84452054795,-1.07201819305513
"CityofMadison","CityofMadison",1975-12-01,NA,NA,15.8,NA,1975.91575342466,-1.07201819305513
"CityofMadison","CityofMadison",1976-01-02,NA,NA,15.2,NA,1976.00341530055,-1.11573168048254
"CityofMadison","CityofMadison",1976-02-04,NA,NA,17,NA,1976.09357923497,-0.984591218200314
"CityofMadison","CityofMadison",1976-03-01,NA,NA,14,NA,1976.16461748634,-1.20315865533735
"CityofMadison","CityofMadison",1976-04-02,NA,NA,15.2,NA,1976.25204918033,-1.11573168048254
"CityofMadison","CityofMadison",1976-05-04,NA,NA,14.5,NA,1976.33936703097,-1.16673074914785
"CityofMadison","CityofMadison",1976-06-02,NA,NA,15.5,NA,1976.41860200364,-1.09387493676883
"CityofMadison","CityofMadison",1976-07-01,NA,NA,16,NA,1976.49783697632,-1.05744703057933
"CityofMadison","CityofMadison",1976-08-01,NA,NA,15.5,NA,1976.58253642987,-1.09387493676883
"CityofMadison","CityofMadison",1976-09-01,NA,NA,16,NA,1976.66723588342,-1.05744703057933
"CityofMadison","CityofMadison",1976-10-01,NA,NA,16,NA,1976.74920309654,-1.05744703057933
"CityofMadison","CityofMadison",1976-11-01,NA,NA,15,NA,1976.83401639344,-1.13030284295834
"CityofMadison","CityofMadison",1976-12-01,NA,NA,19,NA,1976.91598360656,-0.838879593442289
"CityofMadison","CityofMadison",1977-01-04,NA,NA,18,NA,1977.00890410959,-0.911735405821302
"CityofMadison","CityofMadison",1977-02-02,NA,NA,19,NA,1977.08835616438,-0.838879593442289
"CityofMadison","CityofMadison",1977-03-01,NA,NA,16,NA,1977.16232876712,-1.05744703057933
"CityofMadison","CityofMadison",1977-04-01,NA,NA,16,NA,1977.24726027397,-1.05744703057933
"CityofMadison","CityofMadison",1977-05-04,NA,NA,16,NA,1977.33755707763,-1.05744703057933
"CityofMadison","CityofMadison",1977-06-01,NA,NA,16,NA,1977.41426940639,-1.05744703057933
"CityofMadison","CityofMadison",1977-07-01,NA,NA,15,NA,1977.49646118721,-1.13030284295834
"CityofMadison","CityofMadison",1977-08-01,NA,NA,13.5,NA,1977.58139269406,-1.23958656152686
"CityofMadison","CityofMadison",1977-09-01,NA,NA,16,NA,1977.66632420091,-1.05744703057933
"CityofMadison","CityofMadison",1977-10-01,NA,NA,16,NA,1977.74851598174,-1.05744703057933
"CityofMadison","CityofMadison",1977-11-01,NA,NA,16,NA,1977.83356164384,-1.05744703057933
"CityofMadison","CityofMadison",1977-12-01,NA,NA,18,NA,1977.91575342466,-0.911735405821302
"CityofMadison","CityofMadison",1978-01-01,NA,NA,20,NA,1978.00068493151,-0.766023781063276
"CityofMadison","CityofMadison",1978-02-01,NA,NA,18,NA,1978.08561643836,-0.911735405821302
"CityofMadison","CityofMadison",1978-03-01,NA,NA,20,NA,1978.16232876712,-0.766023781063276
"CityofMadison","CityofMadison",1978-04-01,NA,NA,12,NA,1978.24726027397,-1.34887028009538
"CityofMadison","CityofMadison",1978-05-01,NA,NA,18,NA,1978.32933789954,-0.911735405821302
"CityofMadison","CityofMadison",1978-06-01,NA,NA,17,NA,1978.41426940639,-0.984591218200314
"CityofMadison","CityofMadison",1978-07-01,NA,NA,18,NA,1978.49646118721,-0.911735405821302
"CityofMadison","CityofMadison",1978-08-01,NA,NA,15,NA,1978.58139269406,-1.13030284295834
"CityofMadison","CityofMadison",1978-09-01,NA,NA,23,NA,1978.66632420091,-0.547456343926238
"CityofMadison","CityofMadison",1978-10-01,NA,NA,35,NA,1978.74851598174,0.326813404621915
"CityofMadison","CityofMadison",1978-11-01,NA,NA,18,NA,1978.83356164384,-0.911735405821302
"CityofMadison","CityofMadison",1978-12-01,NA,NA,16.5,NA,1978.91575342466,-1.02101912438982
"CityofMadison","CityofMadison",1979-01-01,NA,NA,16,NA,1979.00068493151,-1.05744703057933
"CityofMadison","CityofMadison",1979-02-01,NA,NA,17.8,NA,1979.08561643836,-0.926306568297104
"CityofMadison","CityofMadison",1979-03-01,NA,NA,17.5,NA,1979.16232876712,-0.948163312010808
"CityofMadison","CityofMadison",1979-04-01,NA,NA,13.5,NA,1979.24726027397,-1.23958656152686
"CityofMadison","CityofMadison",1979-05-01,NA,NA,16.8,NA,1979.32933789954,-0.999162380676117
"CityofMadison","CityofMadison",1979-06-01,NA,NA,17.4,NA,1979.41426940639,-0.95544889324871
"CityofMadison","CityofMadison",1979-07-01,NA,NA,15.9,NA,1979.49646118721,-1.06473261181723
"CityofMadison","CityofMadison",1979-08-01,NA,NA,16.7,NA,1979.58139269406,-1.00644796191402
"CityofMadison","CityofMadison",1979-09-01,NA,NA,16.8,NA,1979.66632420091,-0.999162380676117
"CityofMadison","CityofMadison",1979-10-01,NA,NA,16.7,NA,1979.74851598174,-1.00644796191402
"CityofMadison","CityofMadison",1979-11-01,NA,NA,16.9,NA,1979.83356164384,-0.991876799438216
"CityofMadison","CityofMadison",1979-12-01,NA,NA,16.8,NA,1979.91575342466,-0.999162380676117
"CityofMadison","CityofMadison",1980-01-01,NA,NA,17.6,NA,1980.00068306011,-0.940877730772907
"CityofMadison","CityofMadison",1980-02-01,NA,NA,17.9,NA,1980.08538251366,-0.919020987059203
"CityofMadison","CityofMadison",1980-03-01,NA,NA,17.9,NA,1980.16461748634,-0.919020987059203
"CityofMadison","CityofMadison",1980-04-01,NA,NA,22,NA,1980.24931693989,-0.620312156305251
"CityofMadison","CityofMadison",1980-05-01,NA,NA,19,NA,1980.33117030965,-0.838879593442289
"CityofMadison","CityofMadison",1980-06-01,NA,NA,18,NA,1980.41586976321,-0.911735405821302
"CityofMadison","CityofMadison",1980-07-01,NA,NA,19,NA,1980.49783697632,-0.838879593442289
"CityofMadison","CityofMadison",1980-08-01,NA,NA,17,NA,1980.58253642987,-0.984591218200314
"CityofMadison","CityofMadison",1980-09-01,NA,NA,17,NA,1980.66723588342,-0.984591218200314
"CityofMadison","CityofMadison",1980-10-01,NA,NA,18,NA,1980.74920309654,-0.911735405821302
"CityofMadison","CityofMadison",1980-11-01,NA,NA,18.7,NA,1980.83401639344,-0.860736337155993
"CityofMadison","CityofMadison",1980-12-01,NA,NA,18.7,NA,1980.91598360656,-0.860736337155993
"CityofMadison","CityofMadison",1981-01-01,NA,NA,19.8,NA,1981.00068493151,-0.780594943539079
"CityofMadison","CityofMadison",1981-02-01,NA,NA,19.7,NA,1981.08561643836,-0.78788052477698
"CityofMadison","CityofMadison",1981-03-01,NA,NA,17.1,NA,1981.16232876712,-0.977305636962413
"CityofMadison","CityofMadison",1981-04-01,NA,NA,19.1,NA,1981.24726027397,-0.831594012204388
"CityofMadison","CityofMadison",1981-05-01,NA,NA,18.2,NA,1981.32933789954,-0.897164243345499
"CityofMadison","CityofMadison",1981-06-01,NA,NA,19,NA,1981.41426940639,-0.838879593442289
"CityofMadison","CityofMadison",1981-07-01,NA,NA,19,NA,1981.49646118721,-0.838879593442289
"CityofMadison","CityofMadison",1981-08-01,NA,NA,18.5,NA,1981.58139269406,-0.875307499631795
"CityofMadison","CityofMadison",1981-11-01,NA,NA,17.5,NA,1981.83356164384,-0.948163312010808
"CityofMadison","CityofMadison",1981-12-01,NA,NA,19,NA,1981.91575342466,-0.838879593442289
"CityofMadison","CityofMadison",1982-01-20,NA,NA,20,NA,1982.05273972603,-0.766023781063276
"CityofMadison","CityofMadison",1982-02-02,NA,NA,20.5,NA,1982.08835616438,-0.72959587487377
"CityofMadison","CityofMadison",1982-03-02,NA,NA,20.5,NA,1982.16506849315,-0.72959587487377
"CityofMadison","CityofMadison",1982-04-06,NA,NA,26,NA,1982.26095890411,-0.3288889067892
"CityofMadison","CityofMadison",1982-05-03,NA,NA,20.5,NA,1982.3348173516,-0.72959587487377
"CityofMadison","CityofMadison",1982-06-01,NA,NA,19.5,NA,1982.41426940639,-0.802451687252783
"CityofMadison","CityofMadison",1982-07-06,NA,NA,19.5,NA,1982.51015981735,-0.802451687252783
"CityofMadison","CityofMadison",1982-08-02,NA,NA,19.5,NA,1982.58413242009,-0.802451687252783
"CityofMadison","CityofMadison",1982-10-04,NA,NA,19.8,NA,1982.75673515982,-0.780594943539079
"CityofMadison","CityofMadison",1982-11-01,NA,NA,19,NA,1982.83356164384,-0.838879593442289
"CityofMadison","CityofMadison",1982-12-02,NA,NA,18,NA,1982.91849315068,-0.911735405821302
"CityofMadison","CityofMadison",1983-01-01,NA,NA,14,NA,1983.00068493151,-1.20315865533735
"CityofMadison","CityofMadison",1983-02-01,NA,NA,20.5,NA,1983.08561643836,-0.72959587487377
"CityofMadison","CityofMadison",1983-03-01,NA,NA,18,NA,1983.16232876712,-0.911735405821302
"CityofMadison","CityofMadison",1983-04-01,NA,NA,19.5,NA,1983.24726027397,-0.802451687252783
"CityofMadison","CityofMadison",1983-05-01,NA,NA,20.5,NA,1983.32933789954,-0.72959587487377
"CityofMadison","CityofMadison",1983-06-01,NA,NA,19,NA,1983.41426940639,-0.838879593442289
"CityofMadison","CityofMadison",1983-07-01,NA,NA,18,NA,1983.49646118721,-0.911735405821302
"CityofMadison","CityofMadison",1983-08-01,NA,NA,20,NA,1983.58139269406,-0.766023781063276
